FNo,ObjectCount,Time,Type,Boxes
679,1,100.255,['Sedan'],"[[(92, 185), (1, 48)]]"
680,0,0.0,NA,NA
681,0,0.0,NA,NA
682,0,0.0,NA,NA
683,0,0.0,NA,NA
684,0,0.0,NA,NA
685,0,0.0,NA,NA
686,0,0.0,NA,NA
687,0,0.0,NA,NA
688,0,0.0,NA,NA
689,0,0.0,NA,NA
690,0,0.9990000000000001,NA,NA
691,0,0.0,NA,NA
692,0,0.0,NA,NA
693,0,0.0,NA,NA
694,0,0.0,NA,NA
695,0,0.0,NA,NA
696,0,0.0,NA,NA
697,0,0.0,NA,NA
698,0,0.0,NA,NA
699,0,0.0,NA,NA
700,0,0.0,NA,NA
701,0,0.0,NA,NA
702,0,0.0,NA,NA
703,0,0.0,NA,NA
704,0,0.0,NA,NA
705,0,0.0,NA,NA
706,0,0.0,NA,NA
707,0,0.0,NA,NA
708,0,0.0,NA,NA
709,0,0.0,NA,NA
710,0,0.0,NA,NA
711,0,0.0,NA,NA
712,0,0.0,NA,NA
713,0,0.0,NA,NA
714,0,0.0,NA,NA
715,0,0.0,NA,NA
716,0,0.0,NA,NA
717,0,0.0,NA,NA
718,0,0.0,NA,NA
719,0,0.0,NA,NA
720,0,0.0,NA,NA
721,0,0.0,NA,NA
722,0,0.0,NA,NA
723,0,0.0,NA,NA
724,0,0.0,NA,NA
725,0,0.0,NA,NA
726,0,0.0,NA,NA
727,0,0.0,NA,NA
728,0,0.0,NA,NA
729,0,0.0,NA,NA
730,0,0.0,NA,NA
731,0,0.0,NA,NA
732,0,0.0,NA,NA
733,0,0.0,NA,NA
734,0,0.0,NA,NA
735,0,0.0,NA,NA
736,0,0.0,NA,NA
737,0,0.0,NA,NA
738,0,0.0,NA,NA
739,0,0.0,NA,NA
740,0,0.0,NA,NA
741,0,0.0,NA,NA
742,0,0.0,NA,NA
743,0,0.0,NA,NA
744,0,0.0,NA,NA
745,0,0.0,NA,NA
746,0,0.0,NA,NA
747,0,0.0,NA,NA
748,0,1.0,NA,NA
749,0,0.0,NA,NA
750,0,0.0,NA,NA
751,0,0.0,NA,NA
752,0,0.0,NA,NA
753,0,0.017,NA,NA
754,0,0.0,NA,NA
755,0,0.0,NA,NA
756,0,0.0,NA,NA
757,0,0.0,NA,NA
758,0,0.0,NA,NA
759,0,0.0,NA,NA
760,0,0.0,NA,NA
761,0,8.024999999999999,NA,NA
762,0,0.0,NA,NA
763,0,0.0,NA,NA
764,0,0.0,NA,NA
765,0,0.0,NA,NA
766,0,0.0,NA,NA
767,0,0.0,NA,NA
768,0,0.0,NA,NA
769,0,0.0,NA,NA
770,0,0.0,NA,NA
