FNo,ObjectCount,Time,ObjectColour
1066,0,0.0,NA
1067,0,0.0,NA
1068,0,0.0,NA
1069,0,0.0,NA
1070,0,0.0,NA
1071,0,0.0,NA
1072,0,0.0,NA
1073,0,0.0,NA
1074,0,0.0,NA
1075,0,0.0,NA
1076,0,0.0,NA
1077,0,0.0,NA
1078,0,0.0,NA
1079,0,0.0,NA
1080,0,0.0,NA
1081,0,0.0,NA
1082,0,0.0,NA
1083,0,0.0,NA
1084,0,0.0,NA
1085,0,0.0,NA
1086,0,0.0,NA
1087,0,0.0,NA
1088,0,0.0,NA
1089,0,0.0,NA
1090,0,0.0,NA
1091,0,0.0,NA
1092,0,0.0,NA
1093,0,0.0,NA
1094,0,0.0,NA
1095,0,0.0,NA
1096,0,0.0,NA
1097,0,0.0,NA
1098,0,0.0,NA
1099,0,0.0,NA
1100,0,0.0,NA
1101,0,0.0,NA
1102,0,0.0,NA
1103,0,0.0,NA
1104,0,0.0,NA
1105,0,0.0,NA
1106,0,0.0,NA
1107,0,0.0,NA
1108,0,0.0,NA
1109,0,0.0,NA
1110,0,0.0,NA
1111,0,0.0,NA
1112,1,0.0,['Red']
1113,1,0.0,['Red']
1114,1,1.001,['Red']
1115,1,1.0070000000000001,['Red']
1116,1,1.0,['Red']
1117,1,0.0,['Red']
1118,1,0.0,['Red']
1119,1,0.0,['Red']
1120,1,2.034,['Red']
1121,1,1.0050000000000001,['Red']
1122,1,0.0,['Red']
1123,1,1.0,['Red']
1124,1,0.0,['Red']
1125,1,2.0010000000000003,['Red']
1126,1,1.002,['Red']
1127,1,1.003,['Red']
1128,1,2.002,['Red']
1129,1,0.0,['Red']
1130,1,2.054,['Red']
1131,1,0.0,['Red']
1132,1,3.0469999999999997,['Red']
1133,1,0.0,['Red']
1134,1,1.0,['Red']
1135,1,0.0,['Red']
1136,1,2.034,['Red']
1137,1,2.043,['Red']
1138,1,0.0,['Red']
1139,1,0.0,['Red']
1140,0,0.0,NA
1141,0,0.0,NA
1142,0,0.0,NA
1143,0,0.0,NA
1144,0,0.0,NA
1145,0,0.0,NA
1146,0,0.0,NA
1147,0,0.0,NA
1148,0,0.0,NA
1149,0,0.0,NA
1150,0,0.0,NA
1151,0,0.0,NA
1152,0,0.0,NA
1153,0,0.0,NA
1154,0,0.0,NA
1155,0,0.0,NA
1156,0,0.0,NA
1157,0,0.0,NA
1158,0,0.0,NA
1159,0,0.0,NA
1160,0,0.0,NA
1161,0,0.0,NA
1162,0,0.0,NA
1163,0,0.0,NA
1164,0,0.0,NA
1165,0,0.0,NA
1166,0,0.0,NA
1167,0,1.003,NA
1168,0,2.032,NA
1169,0,0.0,NA
1170,0,0.0,NA
1171,0,0.0,NA
1172,0,1.001,NA
1173,0,0.0,NA
1174,0,0.0,NA
1175,0,0.0,NA
1176,0,0.0,NA
1177,0,0.0,NA
1178,0,0.0,NA
1179,0,0.0,NA
1180,0,0.0,NA
1181,0,0.0,NA
1182,0,0.0,NA
1183,0,0.0,NA
1184,0,0.0,NA
1185,0,0.0,NA
1186,0,0.0,NA
1187,0,0.0,NA
1188,0,0.0,NA
1189,0,0.0,NA
1190,0,0.0,NA
1191,0,0.0,NA
1192,0,0.0,NA
1193,0,0.0,NA
1194,0,0.0,NA
1195,0,0.0,NA
1196,0,0.0,NA
1197,0,0.0,NA
1198,0,0.0,NA
1199,0,0.0,NA
1200,0,0.0,NA
1201,0,0.0,NA
1202,0,0.0,NA
1203,0,0.0,NA
1204,0,0.0,NA
1205,0,0.0,NA
1206,0,0.0,NA
1207,0,0.0,NA
1208,0,0.0,NA
1209,0,0.0,NA
1210,0,0.0,NA
1211,0,0.0,NA
1212,0,0.0,NA
1213,0,0.0,NA
1214,0,0.0,NA
1215,0,0.0,NA
1216,0,0.0,NA
1217,0,0.0,NA
1218,0,0.0,NA
1219,0,0.0,NA
1220,0,0.0,NA
1221,0,0.0,NA
1222,0,0.0,NA
1223,0,0.0,NA
1224,0,0.0,NA
1225,0,0.0,NA
1226,0,0.0,NA
1227,0,0.0,NA
1228,0,0.0,NA
1229,0,0.0,NA
1230,0,0.0,NA
1231,0,0.0,NA
1232,0,0.0,NA
1233,0,0.0,NA
1234,0,0.0,NA
1235,0,0.0,NA
1236,0,0.0,NA
1237,0,0.0,NA
1238,0,0.0,NA
1239,0,0.0,NA
1240,0,0.0,NA
1241,0,0.0,NA
1242,0,0.0,NA
1243,0,0.0,NA
1244,0,0.0,NA
1245,0,0.0,NA
1246,0,0.0,NA
1247,0,0.0,NA
1248,0,0.0,NA
1249,0,0.0,NA
1250,0,0.0,NA
1251,0,0.0,NA
1252,0,0.0,NA
1253,0,0.0,NA
1254,0,0.9959999999999999,NA
1255,0,0.0,NA
1256,0,0.0,NA
1257,0,0.0,NA
1258,0,0.0,NA
1259,0,0.0,NA
1260,0,0.0,NA
1261,0,0.0,NA
1262,0,0.0,NA
1263,0,0.0,NA
1264,0,0.0,NA
1265,0,0.0,NA
1266,0,6.035,NA
1267,0,0.0,NA
1268,0,0.0,NA
1269,0,0.0,NA
1270,0,0.0,NA
1271,0,0.0,NA
1272,0,0.0,NA
1273,0,0.0,NA
1274,0,0.0,NA
1275,0,0.0,NA
1276,0,0.0,NA
1277,0,0.0,NA
1278,0,0.0,NA
1279,0,0.0,NA
1280,0,0.0,NA
1281,0,0.0,NA
1282,0,0.0,NA
1283,0,0.0,NA
1284,0,0.0,NA
1285,0,0.0,NA
1286,0,0.0,NA
1287,0,0.0,NA
1288,0,0.0,NA
1289,0,0.0,NA
1290,0,0.0,NA
1291,0,0.0,NA
1292,0,1.0,NA
1293,0,1.0,NA
1294,0,0.0,NA
1295,0,0.0,NA
1296,0,0.0,NA
1297,0,0.0,NA
1298,0,0.0,NA
1299,0,0.0,NA
1300,0,0.0,NA
1301,0,0.0,NA
1302,0,0.0,NA
1303,0,0.0,NA
1304,0,0.0,NA
1305,0,0.0,NA
1306,0,0.0,NA
1307,0,0.0,NA
1308,0,0.0,NA
1309,0,0.0,NA
1310,0,0.0,NA
1311,0,1.0,NA
1312,0,0.0,NA
1313,0,0.0,NA
1314,0,0.0,NA
1315,0,0.0,NA
1316,0,0.0,NA
1317,0,0.0,NA
1318,0,0.0,NA
1319,0,0.0,NA
1320,0,0.0,NA
1321,0,0.0,NA
1322,0,0.0,NA
1323,0,0.0,NA
1324,0,0.0,NA
1325,0,0.0,NA
1326,0,0.0,NA
1327,0,0.0,NA
1328,0,0.0,NA
1329,0,0.0,NA
1330,0,0.0,NA
1331,0,0.0,NA
1332,0,0.0,NA
1333,0,0.0,NA
1334,0,0.0,NA
1335,0,0.0,NA
1336,0,0.0,NA
1337,0,0.0,NA
1338,0,0.0,NA
1339,0,0.0,NA
1340,0,0.0,NA
1341,0,0.0,NA
1342,0,0.0,NA
1343,0,0.0,NA
1344,0,0.0,NA
1345,0,0.0,NA
1346,0,0.0,NA
1347,0,0.0,NA
1348,0,0.0,NA
1349,0,0.0,NA
1350,0,0.0,NA
1351,0,0.0,NA
1352,0,0.0,NA
1353,0,1.001,NA
1354,0,0.0,NA
1355,0,0.0,NA
1356,0,0.0,NA
1357,0,0.0,NA
1358,0,0.0,NA
1359,0,0.0,NA
1360,0,0.0,NA
1361,0,0.0,NA
1362,0,0.0,NA
1363,0,0.0,NA
1364,0,0.0,NA
1365,0,0.0,NA
1366,0,0.0,NA
1367,0,0.0,NA
1368,0,0.0,NA
1369,0,0.0,NA
1370,0,0.0,NA
1371,0,0.0,NA
1372,0,0.0,NA
1373,0,0.0,NA
1374,0,0.0,NA
1375,0,0.0,NA
1376,0,0.0,NA
1377,0,0.0,NA
1378,0,0.0,NA
1379,0,0.0,NA
1380,0,0.0,NA
1381,0,0.0,NA
1382,0,0.0,NA
1383,0,0.0,NA
1384,0,0.0,NA
1385,0,0.0,NA
1386,0,0.0,NA
1387,0,0.0,NA
1388,0,0.0,NA
1389,0,0.0,NA
1390,0,0.0,NA
1391,0,0.0,NA
1392,0,0.0,NA
1393,0,0.0,NA
1394,0,0.0,NA
1395,0,0.0,NA
1396,0,0.0,NA
1397,0,0.0,NA
1398,0,0.0,NA
1399,0,0.0,NA
1400,0,0.0,NA
1401,0,0.0,NA
1402,0,0.0,NA
1403,0,0.0,NA
1404,0,0.0,NA
1405,0,0.0,NA
1406,0,0.0,NA
1407,0,0.0,NA
1408,0,1.001,NA
1409,0,0.0,NA
1410,0,0.0,NA
1411,0,0.0,NA
1412,0,0.0,NA
1413,0,0.0,NA
1414,0,0.0,NA
1415,0,0.0,NA
1416,0,0.104,NA
1417,0,1.003,NA
1418,0,0.0,NA
1419,0,0.0,NA
1420,0,0.0,NA
1421,0,0.0,NA
1422,0,0.0,NA
1423,0,0.0,NA
1424,0,0.0,NA
1425,0,0.0,NA
1426,0,0.0,NA
1427,0,0.0,NA
1428,0,0.0,NA
1429,0,0.0,NA
1430,0,0.0,NA
1431,0,0.0,NA
1432,0,0.0,NA
1433,0,0.0,NA
1434,0,0.0,NA
1435,0,0.0,NA
1436,0,0.0,NA
1437,1,2.003,['Blue']
1438,1,1.0,['Blue']
1439,1,2.0,['Blue']
1440,1,1.006,['Blue']
1441,1,8.041,['Blue']
1442,1,0.0,['Blue']
1443,1,0.0,['Blue']
1444,1,0.0,['Blue']
1445,1,0.0,['Blue']
1446,1,2.047,['Blue']
1447,1,0.0,['Blue']
1448,1,0.0,['Blue']
1449,1,0.0,['Blue']
1450,1,8.046,['Blue']
1451,1,2.0,['Blue']
1452,1,1.002,['Blue']
1453,1,1.001,['Black']
1454,1,0.993,['Blue']
1455,1,0.0,['Black']
1456,1,0.0,['Black']
1457,1,0.024,['Blue']
1458,1,8.040000000000001,['Blue']
1459,0,0.0,NA
1460,0,0.0,NA
1461,0,0.0,NA
1462,0,0.0,NA
1463,0,0.0,NA
1464,0,0.0,NA
1465,0,0.0,NA
1466,0,0.0,NA
1467,0,2.036,NA
1468,0,0.0,NA
1469,0,0.0,NA
1470,1,1.0,['Silver']
1471,0,0.0,NA
1472,1,0.0,['Silver']
1473,1,2.002,['White']
1474,0,0.0,NA
1475,1,0.0,['Silver']
1476,1,0.0,['Silver']
1477,1,7.001,['White']
1478,0,0.0,NA
1479,1,2.0010000000000003,['Silver']
1480,1,2.0,['Silver']
1481,1,1.002,['Silver']
1482,1,2.0,['Silver']
1483,1,2.0010000000000003,['Silver']
1484,1,2.002,['White']
1485,0,0.0,NA
1486,0,0.0,NA
1487,0,0.0,NA
1488,0,0.0,NA
1489,0,0.0,NA
1490,0,0.0,NA
1491,0,0.0,NA
1492,0,0.0,NA
1493,0,0.0,NA
1494,0,0.0,NA
